文件名,类别,独热编码,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30
141.JPG,O,"0,1,0,0",17.9,47.6,15.1,43.8,13.2,39.6,12.2,35.0,12.1,30.2,12.9,25.5,14.6,21.2,17.1,17.3,20.3,14.1,24.1,11.8,28.2,10.4,32.5,10.0,36.8,10.7,40.9,12.3,44.5,14.9,47.6,18.2,49.9,22.2,51.4,26.7,52.0,31.4,51.6,36.1,50.4,40.7,48.2,44.8,45.4,48.4,41.8,51.2,37.9,53.0,33.6,53.9,29.3,53.8,25.1,52.7,21.2,50.5,17.9,47.6
131.JPG,O,"0,1,0,0",17.9,47.6,15.1,43.8,13.2,39.6,12.2,35.0,12.1,30.2,12.9,25.5,14.6,21.2,17.1,17.3,20.3,14.1,24.1,11.8,28.2,10.4,32.5,10.0,36.8,10.7,40.9,12.3,44.5,14.9,47.6,18.2,49.9,22.2,51.4,26.7,52.0,31.4,51.6,36.1,50.4,40.7,48.2,44.8,45.4,48.4,41.8,51.2,37.9,53.0,33.6,53.9,29.3,53.8,25.1,52.7,21.2,50.5,17.9,47.6
88.JPG,O,"0,1,0,0",17.9,47.6,15.1,43.8,13.2,39.6,12.2,35.0,12.1,30.2,12.9,25.5,14.6,21.2,17.1,17.3,20.3,14.1,24.1,11.8,28.2,10.4,32.5,10.0,36.8,10.7,40.9,12.3,44.5,14.9,47.6,18.2,49.9,22.2,51.4,26.7,52.0,31.4,51.6,36.1,50.4,40.7,48.2,44.8,45.4,48.4,41.8,51.2,37.9,53.0,33.6,53.9,29.3,53.8,25.1,52.7,21.2,50.5,17.9,47.6
39.JPG,O,"0,1,0,0",17.9,47.6,15.1,43.8,13.2,39.6,12.2,35.0,12.1,30.2,12.9,25.5,14.6,21.2,17.1,17.3,20.3,14.1,24.1,11.8,28.2,10.4,32.5,10.0,36.8,10.7,40.9,12.3,44.5,14.9,47.6,18.2,49.9,22.2,51.4,26.7,52.0,31.4,51.6,36.1,50.4,40.7,48.2,44.8,45.4,48.4,41.8,51.2,37.9,53.0,33.6,53.9,29.3,53.8,25.1,52.7,21.2,50.5,17.9,47.6
13.JPG,O,"0,1,0,0",17.9,47.6,15.1,43.8,13.2,39.6,12.2,35.0,12.1,30.2,12.9,25.5,14.6,21.2,17.1,17.3,20.3,14.1,24.1,11.8,28.2,10.4,32.5,10.0,36.8,10.7,40.9,12.3,44.5,14.9,47.6,18.2,49.9,22.2,51.4,26.7,52.0,31.4,51.6,36.1,50.4,40.7,48.2,44.8,45.4,48.4,41.8,51.2,37.9,53.0,33.6,53.9,29.3,53.8,25.1,52.7,21.2,50.5,17.9,47.6
14.JPG,O,"0,1,0,0",17.9,47.6,15.1,43.8,13.2,39.6,12.2,35.0,12.1,30.2,12.9,25.5,14.6,21.2,17.1,17.3,20.3,14.1,24.1,11.8,28.2,10.4,32.5,10.0,36.8,10.7,40.9,12.3,44.5,14.9,47.6,18.2,49.9,22.2,51.4,26.7,52.0,31.4,51.6,36.1,50.4,40.7,48.2,44.8,45.4,48.4,41.8,51.2,37.9,53.0,33.6,53.9,29.3,53.8,25.1,52.7,21.2,50.5,17.9,47.6
75.JPG,O,"0,1,0,0",17.9,47.6,15.1,43.8,13.2,39.6,12.2,35.0,12.1,30.2,12.9,25.5,14.6,21.2,17.1,17.3,20.3,14.1,24.1,11.8,28.2,10.4,32.5,10.0,36.8,10.7,40.9,12.3,44.5,14.9,47.6,18.2,49.9,22.2,51.4,26.7,52.0,31.4,51.6,36.1,50.4,40.7,48.2,44.8,45.4,48.4,41.8,51.2,37.9,53.0,33.6,53.9,29.3,53.8,25.1,52.7,21.2,50.5,17.9,47.6
108.JPG,O,"0,1,0,0",17.9,47.6,15.1,43.8,13.2,39.6,12.2,35.0,12.1,30.2,12.9,25.5,14.6,21.2,17.1,17.3,20.3,14.1,24.1,11.8,28.2,10.4,32.5,10.0,36.8,10.7,40.9,12.3,44.5,14.9,47.6,18.2,49.9,22.2,51.4,26.7,52.0,31.4,51.6,36.1,50.4,40.7,48.2,44.8,45.4,48.4,41.8,51.2,37.9,53.0,33.6,53.9,29.3,53.8,25.1,52.7,21.2,50.5,17.9,47.6
51.JPG,O,"0,1,0,0",17.9,47.6,15.1,43.8,13.2,39.6,12.2,35.0,12.1,30.2,12.9,25.5,14.6,21.2,17.1,17.3,20.3,14.1,24.1,11.8,28.2,10.4,32.5,10.0,36.8,10.7,40.9,12.3,44.5,14.9,47.6,18.2,49.9,22.2,51.4,26.7,52.0,31.4,51.6,36.1,50.4,40.7,48.2,44.8,45.4,48.4,41.8,51.2,37.9,53.0,33.6,53.9,29.3,53.8,25.1,52.7,21.2,50.5,17.9,47.6
12.JPG,O,"0,1,0,0",17.9,47.6,15.1,43.8,13.2,39.6,12.2,35.0,12.1,30.2,12.9,25.5,14.6,21.2,17.1,17.3,20.3,14.1,24.1,11.8,28.2,10.4,32.5,10.0,36.8,10.7,40.9,12.3,44.5,14.9,47.6,18.2,49.9,22.2,51.4,26.7,52.0,31.4,51.6,36.1,50.4,40.7,48.2,44.8,45.4,48.4,41.8,51.2,37.9,53.0,33.6,53.9,29.3,53.8,25.1,52.7,21.2,50.5,17.9,47.6
86.JPG,O,"0,1,0,0",17.9,47.6,15.1,43.8,13.2,39.6,12.2,35.0,12.1,30.2,12.9,25.5,14.6,21.2,17.1,17.3,20.3,14.1,24.1,11.8,28.2,10.4,32.5,10.0,36.8,10.7,40.9,12.3,44.5,14.9,47.6,18.2,49.9,22.2,51.4,26.7,52.0,31.4,51.6,36.1,50.4,40.7,48.2,44.8,45.4,48.4,41.8,51.2,37.9,53.0,33.6,53.9,29.3,53.8,25.1,52.7,21.2,50.5,17.9,47.6
9.JPG,O,"0,1,0,0",17.9,47.6,15.1,43.8,13.2,39.6,12.2,35.0,12.1,30.2,12.9,25.5,14.6,21.2,17.1,17.3,20.3,14.1,24.1,11.8,28.2,10.4,32.5,10.0,36.8,10.7,40.9,12.3,44.5,14.9,47.6,18.2,49.9,22.2,51.4,26.7,52.0,31.4,51.6,36.1,50.4,40.7,48.2,44.8,45.4,48.4,41.8,51.2,37.9,53.0,33.6,53.9,29.3,53.8,25.1,52.7,21.2,50.5,17.9,47.6
94.JPG,O,"0,1,0,0",17.9,47.6,15.1,43.8,13.2,39.6,12.2,35.0,12.1,30.2,12.9,25.5,14.6,21.2,17.1,17.3,20.3,14.1,24.1,11.8,28.2,10.4,32.5,10.0,36.8,10.7,40.9,12.3,44.5,14.9,47.6,18.2,49.9,22.2,51.4,26.7,52.0,31.4,51.6,36.1,50.4,40.7,48.2,44.8,45.4,48.4,41.8,51.2,37.9,53.0,33.6,53.9,29.3,53.8,25.1,52.7,21.2,50.5,17.9,47.6
38.JPG,O,"0,1,0,0",17.9,47.6,15.1,43.8,13.2,39.6,12.2,35.0,12.1,30.2,12.9,25.5,14.6,21.2,17.1,17.3,20.3,14.1,24.1,11.8,28.2,10.4,32.5,10.0,36.8,10.7,40.9,12.3,44.5,14.9,47.6,18.2,49.9,22.2,51.4,26.7,52.0,31.4,51.6,36.1,50.4,40.7,48.2,44.8,45.4,48.4,41.8,51.2,37.9,53.0,33.6,53.9,29.3,53.8,25.1,52.7,21.2,50.5,17.9,47.6
64.JPG,O,"0,1,0,0",17.9,47.6,15.1,43.8,13.2,39.6,12.2,35.0,12.1,30.2,12.9,25.5,14.6,21.2,17.1,17.3,20.3,14.1,24.1,11.8,28.2,10.4,32.5,10.0,36.8,10.7,40.9,12.3,44.5,14.9,47.6,18.2,49.9,22.2,51.4,26.7,52.0,31.4,51.6,36.1,50.4,40.7,48.2,44.8,45.4,48.4,41.8,51.2,37.9,53.0,33.6,53.9,29.3,53.8,25.1,52.7,21.2,50.5,17.9,47.6
85.JPG,B,"0,0,1,0",20.0,10.0,20.0,16.9,20.0,23.7,20.0,30.6,20.0,37.4,20.0,44.3,20.0,51.1,20.0,58.0,20.0,58.0,24.0,53.4,28.0,48.8,32.0,44.2,36.0,39.6,40.0,35.0,40.0,35.0,33.3,35.0,26.7,35.0,20.0,35.0,20.0,35.0,23.3,32.2,26.7,29.3,30.0,26.5,33.3,23.7,36.7,20.8,40.0,18.0,40.0,18.0,35.5,16.5,31.0,15.0,26.5,13.5,22.0,12.0
26.JPG,B,"0,0,1,0",20.0,10.0,20.0,16.9,20.0,23.7,20.0,30.6,20.0,37.4,20.0,44.3,20.0,51.1,20.0,58.0,20.0,58.0,24.0,53.4,28.0,48.8,32.0,44.2,36.0,39.6,40.0,35.0,40.0,35.0,33.3,35.0,26.7,35.0,20.0,35.0,20.0,35.0,23.3,32.2,26.7,29.3,30.0,26.5,33.3,23.7,36.7,20.8,40.0,18.0,40.0,18.0,35.5,16.5,31.0,15.0,26.5,13.5,22.0,12.0
6.JPG,B,"0,0,1,0",20.0,10.0,20.0,16.9,20.0,23.7,20.0,30.6,20.0,37.4,20.0,44.3,20.0,51.1,20.0,58.0,20.0,58.0,24.0,53.4,28.0,48.8,32.0,44.2,36.0,39.6,40.0,35.0,40.0,35.0,33.3,35.0,26.7,35.0,20.0,35.0,20.0,35.0,23.3,32.2,26.7,29.3,30.0,26.5,33.3,23.7,36.7,20.8,40.0,18.0,40.0,18.0,35.5,16.5,31.0,15.0,26.5,13.5,22.0,12.0
24.JPG,B,"0,0,1,0",20.0,10.0,20.0,16.9,20.0,23.7,20.0,30.6,20.0,37.4,20.0,44.3,20.0,51.1,20.0,58.0,20.0,58.0,24.0,53.4,28.0,48.8,32.0,44.2,36.0,39.6,40.0,35.0,40.0,35.0,33.3,35.0,26.7,35.0,20.0,35.0,20.0,35.0,23.3,32.2,26.7,29.3,30.0,26.5,33.3,23.7,36.7,20.8,40.0,18.0,40.0,18.0,35.5,16.5,31.0,15.0,26.5,13.5,22.0,12.0
54.JPG,B,"0,0,1,0",20.0,10.0,20.0,16.9,20.0,23.7,20.0,30.6,20.0,37.4,20.0,44.3,20.0,51.1,20.0,58.0,20.0,58.0,24.0,53.4,28.0,48.8,32.0,44.2,36.0,39.6,40.0,35.0,40.0,35.0,33.3,35.0,26.7,35.0,20.0,35.0,20.0,35.0,23.3,32.2,26.7,29.3,30.0,26.5,33.3,23.7,36.7,20.8,40.0,18.0,40.0,18.0,35.5,16.5,31.0,15.0,26.5,13.5,22.0,12.0
139.JPG,B,"0,0,1,0",20.0,10.0,20.0,16.9,20.0,23.7,20.0,30.6,20.0,37.4,20.0,44.3,20.0,51.1,20.0,58.0,20.0,58.0,24.0,53.4,28.0,48.8,32.0,44.2,36.0,39.6,40.0,35.0,40.0,35.0,33.3,35.0,26.7,35.0,20.0,35.0,20.0,35.0,23.3,32.2,26.7,29.3,30.0,26.5,33.3,23.7,36.7,20.8,40.0,18.0,40.0,18.0,35.5,16.5,31.0,15.0,26.5,13.5,22.0,12.0
17.JPG,B,"0,0,1,0",20.0,10.0,20.0,16.9,20.0,23.7,20.0,30.6,20.0,37.4,20.0,44.3,20.0,51.1,20.0,58.0,20.0,58.0,24.0,53.4,28.0,48.8,32.0,44.2,36.0,39.6,40.0,35.0,40.0,35.0,33.3,35.0,26.7,35.0,20.0,35.0,20.0,35.0,23.3,32.2,26.7,29.3,30.0,26.5,33.3,23.7,36.7,20.8,40.0,18.0,40.0,18.0,35.5,16.5,31.0,15.0,26.5,13.5,22.0,12.0
146.JPG,B,"0,0,1,0",20.0,10.0,20.0,16.9,20.0,23.7,20.0,30.6,20.0,37.4,20.0,44.3,20.0,51.1,20.0,58.0,20.0,58.0,24.0,53.4,28.0,48.8,32.0,44.2,36.0,39.6,40.0,35.0,40.0,35.0,33.3,35.0,26.7,35.0,20.0,35.0,20.0,35.0,23.3,32.2,26.7,29.3,30.0,26.5,33.3,23.7,36.7,20.8,40.0,18.0,40.0,18.0,35.5,16.5,31.0,15.0,26.5,13.5,22.0,12.0
77.JPG,B,"0,0,1,0",20.0,10.0,20.0,16.9,20.0,23.7,20.0,30.6,20.0,37.4,20.0,44.3,20.0,51.1,20.0,58.0,20.0,58.0,24.0,53.4,28.0,48.8,32.0,44.2,36.0,39.6,40.0,35.0,40.0,35.0,33.3,35.0,26.7,35.0,20.0,35.0,20.0,35.0,23.3,32.2,26.7,29.3,30.0,26.5,33.3,23.7,36.7,20.8,40.0,18.0,40.0,18.0,35.5,16.5,31.0,15.0,26.5,13.5,22.0,12.0
142.JPG,B,"0,0,1,0",20.0,10.0,20.0,16.9,20.0,23.7,20.0,30.6,20.0,37.4,20.0,44.3,20.0,51.1,20.0,58.0,20.0,58.0,24.0,53.4,28.0,48.8,32.0,44.2,36.0,39.6,40.0,35.0,40.0,35.0,33.3,35.0,26.7,35.0,20.0,35.0,20.0,35.0,23.3,32.2,26.7,29.3,30.0,26.5,33.3,23.7,36.7,20.8,40.0,18.0,40.0,18.0,35.5,16.5,31.0,15.0,26.5,13.5,22.0,12.0
114.JPG,B,"0,0,1,0",20.0,10.0,20.0,16.9,20.0,23.7,20.0,30.6,20.0,37.4,20.0,44.3,20.0,51.1,20.0,58.0,20.0,58.0,24.0,53.4,28.0,48.8,32.0,44.2,36.0,39.6,40.0,35.0,40.0,35.0,33.3,35.0,26.7,35.0,20.0,35.0,20.0,35.0,23.3,32.2,26.7,29.3,30.0,26.5,33.3,23.7,36.7,20.8,40.0,18.0,40.0,18.0,35.5,16.5,31.0,15.0,26.5,13.5,22.0,12.0
96.JPG,B,"0,0,1,0",20.0,10.0,20.0,16.9,20.0,23.7,20.0,30.6,20.0,37.4,20.0,44.3,20.0,51.1,20.0,58.0,20.0,58.0,24.0,53.4,28.0,48.8,32.0,44.2,36.0,39.6,40.0,35.0,40.0,35.0,33.3,35.0,26.7,35.0,20.0,35.0,20.0,35.0,23.3,32.2,26.7,29.3,30.0,26.5,33.3,23.7,36.7,20.8,40.0,18.0,40.0,18.0,35.5,16.5,31.0,15.0,26.5,13.5,22.0,12.0
136.JPG,B,"0,0,1,0",20.0,10.0,20.0,16.9,20.0,23.7,20.0,30.6,20.0,37.4,20.0,44.3,20.0,51.1,20.0,58.0,20.0,58.0,24.0,53.4,28.0,48.8,32.0,44.2,36.0,39.6,40.0,35.0,40.0,35.0,33.3,35.0,26.7,35.0,20.0,35.0,20.0,35.0,23.3,32.2,26.7,29.3,30.0,26.5,33.3,23.7,36.7,20.8,40.0,18.0,40.0,18.0,35.5,16.5,31.0,15.0,26.5,13.5,22.0,12.0
126.JPG,B,"0,0,1,0",20.0,10.0,20.0,16.9,20.0,23.7,20.0,30.6,20.0,37.4,20.0,44.3,20.0,51.1,20.0,58.0,20.0,58.0,24.0,53.4,28.0,48.8,32.0,44.2,36.0,39.6,40.0,35.0,40.0,35.0,33.3,35.0,26.7,35.0,20.0,35.0,20.0,35.0,23.3,32.2,26.7,29.3,30.0,26.5,33.3,23.7,36.7,20.8,40.0,18.0,40.0,18.0,35.5,16.5,31.0,15.0,26.5,13.5,22.0,12.0
51.JPG,B,"0,0,1,0",20.0,10.0,20.0,16.9,20.0,23.7,20.0,30.6,20.0,37.4,20.0,44.3,20.0,51.1,20.0,58.0,20.0,58.0,24.0,53.4,28.0,48.8,32.0,44.2,36.0,39.6,40.0,35.0,40.0,35.0,33.3,35.0,26.7,35.0,20.0,35.0,20.0,35.0,23.3,32.2,26.7,29.3,30.0,26.5,33.3,23.7,36.7,20.8,40.0,18.0,40.0,18.0,35.5,16.5,31.0,15.0,26.5,13.5,22.0,12.0
84.JPG,B,"0,0,1,0",20.0,10.0,20.0,16.9,20.0,23.7,20.0,30.6,20.0,37.4,20.0,44.3,20.0,51.1,20.0,58.0,20.0,58.0,24.0,53.4,28.0,48.8,32.0,44.2,36.0,39.6,40.0,35.0,40.0,35.0,33.3,35.0,26.7,35.0,20.0,35.0,20.0,35.0,23.3,32.2,26.7,29.3,30.0,26.5,33.3,23.7,36.7,20.8,40.0,18.0,40.0,18.0,35.5,16.5,31.0,15.0,26.5,13.5,22.0,12.0
116.JPG,B,"0,0,1,0",20.0,10.0,20.0,16.9,20.0,23.7,20.0,30.6,20.0,37.4,20.0,44.3,20.0,51.1,20.0,58.0,20.0,58.0,24.0,53.4,28.0,48.8,32.0,44.2,36.0,39.6,40.0,35.0,40.0,35.0,33.3,35.0,26.7,35.0,20.0,35.0,20.0,35.0,23.3,32.2,26.7,29.3,30.0,26.5,33.3,23.7,36.7,20.8,40.0,18.0,40.0,18.0,35.5,16.5,31.0,15.0,26.5,13.5,22.0,12.0
101.JPG,B,"0,0,1,0",20.0,10.0,20.0,16.9,20.0,23.7,20.0,30.6,20.0,37.4,20.0,44.3,20.0,51.1,20.0,58.0,20.0,58.0,24.0,53.4,28.0,48.8,32.0,44.2,36.0,39.6,40.0,35.0,40.0,35.0,33.3,35.0,26.7,35.0,20.0,35.0,20.0,35.0,23.3,32.2,26.7,29.3,30.0,26.5,33.3,23.7,36.7,20.8,40.0,18.0,40.0,18.0,35.5,16.5,31.0,15.0,26.5,13.5,22.0,12.0
110.JPG,B,"0,0,1,0",20.0,10.0,20.0,16.9,20.0,23.7,20.0,30.6,20.0,37.4,20.0,44.3,20.0,51.1,20.0,58.0,20.0,58.0,24.0,53.4,28.0,48.8,32.0,44.2,36.0,39.6,40.0,35.0,40.0,35.0,33.3,35.0,26.7,35.0,20.0,35.0,20.0,35.0,23.3,32.2,26.7,29.3,30.0,26.5,33.3,23.7,36.7,20.8,40.0,18.0,40.0,18.0,35.5,16.5,31.0,15.0,26.5,13.5,22.0,12.0
97.JPG,B,"0,0,1,0",20.0,10.0,20.0,16.9,20.0,23.7,20.0,30.6,20.0,37.4,20.0,44.3,20.0,51.1,20.0,58.0,20.0,58.0,24.0,53.4,28.0,48.8,32.0,44.2,36.0,39.6,40.0,35.0,40.0,35.0,33.3,35.0,26.7,35.0,20.0,35.0,20.0,35.0,23.3,32.2,26.7,29.3,30.0,26.5,33.3,23.7,36.7,20.8,40.0,18.0,40.0,18.0,35.5,16.5,31.0,15.0,26.5,13.5,22.0,12.0
63.JPG,B,"0,0,1,0",20.0,10.0,20.0,16.9,20.0,23.7,20.0,30.6,20.0,37.4,20.0,44.3,20.0,51.1,20.0,58.0,20.0,58.0,24.0,53.4,28.0,48.8,32.0,44.2,36.0,39.6,40.0,35.0,40.0,35.0,33.3,35.0,26.7,35.0,20.0,35.0,20.0,35.0,23.3,32.2,26.7,29.3,30.0,26.5,33.3,23.7,36.7,20.8,40.0,18.0,40.0,18.0,35.5,16.5,31.0,15.0,26.5,13.5,22.0,12.0
107.JPG,B,"0,0,1,0",20.0,10.0,20.0,16.9,20.0,23.7,20.0,30.6,20.0,37.4,20.0,44.3,20.0,51.1,20.0,58.0,20.0,58.0,24.0,53.4,28.0,48.8,32.0,44.2,36.0,39.6,40.0,35.0,40.0,35.0,33.3,35.0,26.7,35.0,20.0,35.0,20.0,35.0,23.3,32.2,26.7,29.3,30.0,26.5,33.3,23.7,36.7,20.8,40.0,18.0,40.0,18.0,35.5,16.5,31.0,15.0,26.5,13.5,22.0,12.0
33.JPG,B,"0,0,1,0",20.0,10.0,20.0,16.9,20.0,23.7,20.0,30.6,20.0,37.4,20.0,44.3,20.0,51.1,20.0,58.0,20.0,58.0,24.0,53.4,28.0,48.8,32.0,44.2,36.0,39.6,40.0,35.0,40.0,35.0,33.3,35.0,26.7,35.0,20.0,35.0,20.0,35.0,23.3,32.2,26.7,29.3,30.0,26.5,33.3,23.7,36.7,20.8,40.0,18.0,40.0,18.0,35.5,16.5,31.0,15.0,26.5,13.5,22.0,12.0
99.JPG,B,"0,0,1,0",20.0,10.0,20.0,16.9,20.0,23.7,20.0,30.6,20.0,37.4,20.0,44.3,20.0,51.1,20.0,58.0,20.0,58.0,24.0,53.4,28.0,48.8,32.0,44.2,36.0,39.6,40.0,35.0,40.0,35.0,33.3,35.0,26.7,35.0,20.0,35.0,20.0,35.0,23.3,32.2,26.7,29.3,30.0,26.5,33.3,23.7,36.7,20.8,40.0,18.0,40.0,18.0,35.5,16.5,31.0,15.0,26.5,13.5,22.0,12.0
129.JPG,B,"0,0,1,0",20.0,10.0,20.0,16.9,20.0,23.7,20.0,30.6,20.0,37.4,20.0,44.3,20.0,51.1,20.0,58.0,20.0,58.0,24.0,53.4,28.0,48.8,32.0,44.2,36.0,39.6,40.0,35.0,40.0,35.0,33.3,35.0,26.7,35.0,20.0,35.0,20.0,35.0,23.3,32.2,26.7,29.3,30.0,26.5,33.3,23.7,36.7,20.8,40.0,18.0,40.0,18.0,35.5,16.5,31.0,15.0,26.5,13.5,22.0,12.0
15.JPG,B,"0,0,1,0",20.0,10.0,20.0,16.9,20.0,23.7,20.0,30.6,20.0,37.4,20.0,44.3,20.0,51.1,20.0,58.0,20.0,58.0,24.0,53.4,28.0,48.8,32.0,44.2,36.0,39.6,40.0,35.0,40.0,35.0,33.3,35.0,26.7,35.0,20.0,35.0,20.0,35.0,23.3,32.2,26.7,29.3,30.0,26.5,33.3,23.7,36.7,20.8,40.0,18.0,40.0,18.0,35.5,16.5,31.0,15.0,26.5,13.5,22.0,12.0
118.JPG,B,"0,0,1,0",20.0,10.0,20.0,16.9,20.0,23.7,20.0,30.6,20.0,37.4,20.0,44.3,20.0,51.1,20.0,58.0,20.0,58.0,24.0,53.4,28.0,48.8,32.0,44.2,36.0,39.6,40.0,35.0,40.0,35.0,33.3,35.0,26.7,35.0,20.0,35.0,20.0,35.0,23.3,32.2,26.7,29.3,30.0,26.5,33.3,23.7,36.7,20.8,40.0,18.0,40.0,18.0,35.5,16.5,31.0,15.0,26.5,13.5,22.0,12.0
115.JPG,B,"0,0,1,0",20.0,10.0,20.0,16.9,20.0,23.7,20.0,30.6,20.0,37.4,20.0,44.3,20.0,51.1,20.0,58.0,20.0,58.0,24.0,53.4,28.0,48.8,32.0,44.2,36.0,39.6,40.0,35.0,40.0,35.0,33.3,35.0,26.7,35.0,20.0,35.0,20.0,35.0,23.3,32.2,26.7,29.3,30.0,26.5,33.3,23.7,36.7,20.8,40.0,18.0,40.0,18.0,35.5,16.5,31.0,15.0,26.5,13.5,22.0,12.0
48.JPG,B,"0,0,1,0",20.0,10.0,20.0,16.9,20.0,23.7,20.0,30.6,20.0,37.4,20.0,44.3,20.0,51.1,20.0,58.0,20.0,58.0,24.0,53.4,28.0,48.8,32.0,44.2,36.0,39.6,40.0,35.0,40.0,35.0,33.3,35.0,26.7,35.0,20.0,35.0,20.0,35.0,23.3,32.2,26.7,29.3,30.0,26.5,33.3,23.7,36.7,20.8,40.0,18.0,40.0,18.0,35.5,16.5,31.0,15.0,26.5,13.5,22.0,12.0
37.JPG,B,"0,0,1,0",20.0,10.0,20.0,16.9,20.0,23.7,20.0,30.6,20.0,37.4,20.0,44.3,20.0,51.1,20.0,58.0,20.0,58.0,24.0,53.4,28.0,48.8,32.0,44.2,36.0,39.6,40.0,35.0,40.0,35.0,33.3,35.0,26.7,35.0,20.0,35.0,20.0,35.0,23.3,32.2,26.7,29.3,30.0,26.5,33.3,23.7,36.7,20.8,40.0,18.0,40.0,18.0,35.5,16.5,31.0,15.0,26.5,13.5,22.0,12.0
39.JPG,B,"0,0,1,0",20.0,10.0,20.0,16.9,20.0,23.7,20.0,30.6,20.0,37.4,20.0,44.3,20.0,51.1,20.0,58.0,20.0,58.0,24.0,53.4,28.0,48.8,32.0,44.2,36.0,39.6,40.0,35.0,40.0,35.0,33.3,35.0,26.7,35.0,20.0,35.0,20.0,35.0,23.3,32.2,26.7,29.3,30.0,26.5,33.3,23.7,36.7,20.8,40.0,18.0,40.0,18.0,35.5,16.5,31.0,15.0,26.5,13.5,22.0,12.0
88.JPG,B,"0,0,1,0",20.0,10.0,20.0,16.9,20.0,23.7,20.0,30.6,20.0,37.4,20.0,44.3,20.0,51.1,20.0,58.0,20.0,58.0,24.0,53.4,28.0,48.8,32.0,44.2,36.0,39.6,40.0,35.0,40.0,35.0,33.3,35.0,26.7,35.0,20.0,35.0,20.0,35.0,23.3,32.2,26.7,29.3,30.0,26.5,33.3,23.7,36.7,20.8,40.0,18.0,40.0,18.0,35.5,16.5,31.0,15.0,26.5,13.5,22.0,12.0
120.JPG,B,"0,0,1,0",20.0,10.0,20.0,16.9,20.0,23.7,20.0,30.6,20.0,37.4,20.0,44.3,20.0,51.1,20.0,58.0,20.0,58.0,24.0,53.4,28.0,48.8,32.0,44.2,36.0,39.6,40.0,35.0,40.0,35.0,33.3,35.0,26.7,35.0,20.0,35.0,20.0,35.0,23.3,32.2,26.7,29.3,30.0,26.5,33.3,23.7,36.7,20.8,40.0,18.0,40.0,18.0,35.5,16.5,31.0,15.0,26.5,13.5,22.0,12.0
150.JPG,B,"0,0,1,0",20.0,10.0,20.0,16.9,20.0,23.7,20.0,30.6,20.0,37.4,20.0,44.3,20.0,51.1,20.0,58.0,20.0,58.0,24.0,53.4,28.0,48.8,32.0,44.2,36.0,39.6,40.0,35.0,40.0,35.0,33.3,35.0,26.7,35.0,20.0,35.0,20.0,35.0,23.3,32.2,26.7,29.3,30.0,26.5,33.3,23.7,36.7,20.8,40.0,18.0,40.0,18.0,35.5,16.5,31.0,15.0,26.5,13.5,22.0,12.0
35.JPG,B,"0,0,1,0",20.0,10.0,20.0,16.9,20.0,23.7,20.0,30.6,20.0,37.4,20.0,44.3,20.0,51.1,20.0,58.0,20.0,58.0,24.0,53.4,28.0,48.8,32.0,44.2,36.0,39.6,40.0,35.0,40.0,35.0,33.3,35.0,26.7,35.0,20.0,35.0,20.0,35.0,23.3,32.2,26.7,29.3,30.0,26.5,33.3,23.7,36.7,20.8,40.0,18.0,40.0,18.0,35.5,16.5,31.0,15.0,26.5,13.5,22.0,12.0
130.JPG,B,"0,0,1,0",20.0,10.0,20.0,16.9,20.0,23.7,20.0,30.6,20.0,37.4,20.0,44.3,20.0,51.1,20.0,58.0,20.0,58.0,24.0,53.4,28.0,48.8,32.0,44.2,36.0,39.6,40.0,35.0,40.0,35.0,33.3,35.0,26.7,35.0,20.0,35.0,20.0,35.0,23.3,32.2,26.7,29.3,30.0,26.5,33.3,23.7,36.7,20.8,40.0,18.0,40.0,18.0,35.5,16.5,31.0,15.0,26.5,13.5,22.0,12.0
89.JPG,B,"0,0,1,0",20.0,10.0,20.0,16.9,20.0,23.7,20.0,30.6,20.0,37.4,20.0,44.3,20.0,51.1,20.0,58.0,20.0,58.0,24.0,53.4,28.0,48.8,32.0,44.2,36.0,39.6,40.0,35.0,40.0,35.0,33.3,35.0,26.7,35.0,20.0,35.0,20.0,35.0,23.3,32.2,26.7,29.3,30.0,26.5,33.3,23.7,36.7,20.8,40.0,18.0,40.0,18.0,35.5,16.5,31.0,15.0,26.5,13.5,22.0,12.0
34.JPG,B,"0,0,1,0",20.0,10.0,20.0,16.9,20.0,23.7,20.0,30.6,20.0,37.4,20.0,44.3,20.0,51.1,20.0,58.0,20.0,58.0,24.0,53.4,28.0,48.8,32.0,44.2,36.0,39.6,40.0,35.0,40.0,35.0,33.3,35.0,26.7,35.0,20.0,35.0,20.0,35.0,23.3,32.2,26.7,29.3,30.0,26.5,33.3,23.7,36.7,20.8,40.0,18.0,40.0,18.0,35.5,16.5,31.0,15.0,26.5,13.5,22.0,12.0
